record_id,src_ip,destination,dst_port,protocol,bytes_transferred,attack_type,has_error,error_type,requires_attention,triage_priority,label
AEGIS-LOG-13351,10.43.105.98,10.0.1.5,443,S7COMM,49379,Exploit-Attempt,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-11744,10.145.159.100,172.16.5.108,53,HTTP,3554,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11084,10.212.3.63,172.16.5.108,443,HTTP,4237,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10926,10.47.167.15,10.0.1.10,80,HTTP,1703,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13049,10.6.159.82,EN-SCADA-01,22,MODBUS/TCP,23107,Port-Scan,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-11117,10.140.105.63,172.16.5.108,53,HTTP,3391,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10642,10.80.44.71,172.16.5.108,443,HTTPS,3421,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14767,10.124.228.234,HIST-SRV-01,22,TCP,316963,Data-Exfiltration,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-10501,10.25.184.181,10.0.1.10,443,HTTP,3902,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14066,10.187.111.53,PL-PLC-09,443,S7COMM,135479,Privilege-Escalation,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-10333,10.3.210.4,10.0.1.5,443,HTTP,240,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14684,10.248.203.106,EN-SCADA-01,443,TCP,124642,SQL-Injection,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-10486,10.243.120.122,172.16.5.101,53,HTTPS,384,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11962,10.179.236.52,10.0.1.5,8080,HTTPS,1354,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10393,10.72.137.161,172.16.5.108,8080,HTTPS,718,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14842,10.249.199.53,EN-SCADA-01,22,MODBUS/TCP,776814,Privilege-Escalation,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,CRITICAL,1
AEGIS-LOG-14866,10.163.234.123,PL-PLC-09,4840,TCP,499260,Data-Exfiltration,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-11755,10.57.182.188,10.0.1.5,8080,UDP,1535,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12515,10.69.102.12,10.0.1.5,443,TCP,13765,Suspicious-Login,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13585,10.75.8.190,EN-SCADA-02,8080,UDP,29173,Suspicious-Login,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-14315,10.100.120.221,EN-SCADA-01,502,TCP,119097,Brute-Force,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-14966,10.220.214.144,HIST-SRV-01,22,TCP,948812,Exploit-Attempt,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-12099,10.97.178.249,EN-SCADA-01,53,HTTP,8981,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13599,10.235.176.195,172.16.5.101,80,MODBUS/TCP,18469,Port-Scan,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-14121,10.28.166.215,PL-PLC-09,22,S7COMM,117800,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-10029,10.50.31.104,172.16.5.101,53,UDP,1669,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10065,10.212.99.184,172.16.5.108,8080,HTTPS,2098,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10838,10.143.140.220,172.16.5.101,53,TCP,1530,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13906,10.211.91.227,HIST-SRV-01,502,S7COMM,6473,Brute-Force,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-13773,10.91.153.168,PL-PLC-09,8080,HTTPS,20442,Suspicious-Login,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-14635,10.28.99.23,TR-OPS-14,102,S7COMM,113390,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-13161,10.13.250.2,HIST-SRV-01,502,S7COMM,44058,Port-Scan,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-12659,10.249.224.228,EN-SCADA-01,22,HTTPS,4817,Port-Scan,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-14615,10.139.193.26,HIST-SRV-01,102,S7COMM,166690,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-14628,10.205.128.124,PL-PLC-09,22,MODBUS/TCP,82957,Exploit-Attempt,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-12451,10.128.91.13,EN-SCADA-01,443,HTTPS,11680,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-12846,10.45.64.8,EN-SCADA-01,8080,S7COMM,6631,Port-Scan,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-11144,10.116.140.50,10.0.1.5,443,HTTPS,116,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13078,10.161.208.98,10.0.1.5,80,HTTPS,11720,Suspicious-Login,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-11103,10.250.213.211,10.0.1.10,80,UDP,4071,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10168,10.58.110.111,172.16.5.108,80,HTTPS,2876,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11670,10.212.10.4,10.0.1.10,53,HTTPS,1691,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12570,10.134.126.216,TR-OPS-14,80,TCP,10659,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-12377,10.235.34.89,172.16.5.101,53,S7COMM,9847,Port-Scan,False,NO_ERROR,False,LOW,1
AEGIS-LOG-14395,10.110.162.232,TR-OPS-14,102,TCP,131818,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-14257,10.246.151.183,EN-SCADA-01,443,MODBUS/TCP,107637,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-13862,10.114.85.110,PL-PLC-09,443,UDP,9283,Port-Scan,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-10023,10.204.191.113,172.16.5.108,53,UDP,1940,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12633,10.3.25.1,172.16.5.101,443,MODBUS/TCP,8106,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13340,10.11.225.150,172.16.5.108,443,S7COMM,22648,Brute-Force,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-12215,10.1.76.246,10.0.1.5,80,S7COMM,13110,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-13682,10.79.56.192,EN-SCADA-02,4840,UDP,48554,Suspicious-Login,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-14724,10.143.38.16,HIST-SRV-01,22,HTTPS,134502,Brute-Force,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-11907,10.86.165.5,10.0.1.5,80,HTTP,4246,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10084,10.13.159.148,172.16.5.108,8080,UDP,722,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10227,10.32.234.10,172.16.5.101,80,TCP,1734,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10296,10.238.157.41,172.16.5.108,443,TCP,2516,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11001,10.208.186.172,10.0.1.5,8080,UDP,2033,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12138,10.169.99.80,TR-OPS-14,53,TCP,2159,Port-Scan,True,NO_ERROR,False,LOW,1
AEGIS-LOG-10711,10.16.198.169,172.16.5.108,443,TCP,3101,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12801,10.98.156.98,TR-OPS-14,443,TCP,11764,Suspicious-Login,False,NO_ERROR,False,LOW,1
AEGIS-LOG-12527,10.4.17.139,EN-SCADA-02,80,TCP,1196,Suspicious-Login,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13752,10.247.81.236,TR-OPS-14,502,UDP,9999,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-13321,10.64.13.201,172.16.5.101,4840,TCP,47467,Exploit-Attempt,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-13181,10.130.126.150,HIST-SRV-01,502,TCP,35576,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-14183,10.104.194.172,PL-PLC-09,102,S7COMM,141992,Privilege-Escalation,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-11615,10.55.39.130,172.16.5.108,53,TCP,2041,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13024,10.97.43.40,172.16.5.101,502,TCP,6922,Port-Scan,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-11413,10.138.55.27,10.0.1.5,443,HTTP,329,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10763,10.149.225.102,172.16.5.101,443,HTTPS,1463,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10655,10.161.252.230,172.16.5.101,8080,UDP,4287,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14797,10.82.145.107,EN-SCADA-01,502,TCP,705486,SQL-Injection,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,CRITICAL,1
AEGIS-LOG-13849,10.194.62.236,EN-SCADA-01,22,MODBUS/TCP,21288,Suspicious-Login,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-14153,10.138.255.123,TR-OPS-14,443,TCP,60579,SQL-Injection,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-10468,10.39.121.89,172.16.5.101,80,TCP,2850,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10157,10.141.97.248,10.0.1.5,8080,TCP,1837,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11295,10.192.218.174,10.0.1.10,53,TCP,3012,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10497,10.164.137.187,172.16.5.108,53,UDP,3718,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14740,10.48.230.109,HIST-SRV-01,443,TCP,176660,Privilege-Escalation,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-12940,10.53.153.61,10.0.1.5,8080,HTTPS,8448,Suspicious-Login,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13456,10.117.19.79,TR-OPS-14,443,TCP,48094,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-10373,10.230.219.100,10.0.1.5,80,UDP,2380,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10079,10.232.167.87,172.16.5.108,443,HTTPS,2166,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11553,10.49.126.53,10.0.1.5,8080,TCP,4243,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11669,10.193.205.34,172.16.5.101,53,TCP,705,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12131,10.208.85.129,PL-PLC-09,53,TCP,3889,Port-Scan,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-14439,10.218.63.39,PL-PLC-09,502,TCP,201343,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-10465,10.89.182.58,10.0.1.10,8080,HTTP,2512,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10248,10.176.65.225,10.0.1.10,80,HTTPS,4219,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10931,10.212.226.74,10.0.1.10,8080,HTTPS,1243,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11335,10.235.168.77,172.16.5.101,53,TCP,2964,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14524,10.20.126.161,EN-SCADA-01,443,HTTPS,133623,Brute-Force,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-11338,10.3.79.197,172.16.5.101,80,HTTPS,3338,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11406,10.71.153.121,172.16.5.108,443,HTTPS,208,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11090,10.151.214.103,172.16.5.101,443,HTTP,164,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14209,10.18.182.87,EN-SCADA-01,4840,TCP,226119,SQL-Injection,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-10742,10.87.30.73,10.0.1.10,443,TCP,3908,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12323,10.117.221.250,EN-SCADA-01,8080,HTTP,11122,Port-Scan,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13601,10.197.96.67,172.16.5.101,8080,MODBUS/TCP,16340,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-12123,10.34.118.224,10.0.1.10,8080,TCP,9881,Port-Scan,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-12094,10.15.213.17,TR-OPS-14,22,S7COMM,13231,Port-Scan,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-10240,10.198.60.68,172.16.5.101,8080,UDP,2439,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12351,10.3.20.11,172.16.5.101,80,HTTP,10972,Port-Scan,False,NO_ERROR,False,LOW,1
AEGIS-LOG-11370,10.127.107.137,10.0.1.5,53,HTTP,3123,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11057,10.23.42.107,172.16.5.101,443,HTTPS,3785,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14816,10.244.86.89,EN-SCADA-02,22,TCP,490008,Brute-Force,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,CRITICAL,1
AEGIS-LOG-10199,10.43.88.11,10.0.1.10,8080,HTTPS,4393,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12280,10.155.2.204,TR-OPS-14,443,UDP,6113,Suspicious-Login,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-14749,10.85.79.122,EN-SCADA-02,443,S7COMM,111518,Brute-Force,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-12220,10.70.118.106,10.0.1.5,53,HTTPS,7256,Port-Scan,False,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-14771,10.212.116.164,EN-SCADA-02,22,TCP,312996,Data-Exfiltration,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-12819,10.4.137.80,PL-PLC-09,80,TCP,8875,Port-Scan,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13150,10.215.78.61,172.16.5.101,502,S7COMM,14464,Brute-Force,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-14256,10.184.97.27,HIST-SRV-01,102,HTTPS,83657,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-13107,10.232.215.36,EN-SCADA-02,4840,TCP,33160,Brute-Force,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-11973,10.64.180.54,172.16.5.108,8080,HTTPS,3873,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11375,10.202.79.115,10.0.1.10,8080,HTTP,1315,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13968,10.76.18.11,HIST-SRV-01,22,HTTPS,21480,Port-Scan,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-14062,10.16.249.106,EN-SCADA-01,4840,MODBUS/TCP,104087,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-14445,10.231.118.147,EN-SCADA-02,102,S7COMM,201783,SQL-Injection,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-13557,10.36.241.213,TR-OPS-14,4840,UDP,26701,Suspicious-Login,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-10964,10.6.251.173,10.0.1.5,8080,HTTPS,4381,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10179,10.174.80.95,172.16.5.101,443,TCP,530,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13698,10.105.51.177,172.16.5.108,502,S7COMM,33104,Exploit-Attempt,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-13821,10.204.227.244,TR-OPS-14,4840,MODBUS/TCP,46209,Exploit-Attempt,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-14878,10.174.138.253,PL-PLC-09,4840,MODBUS/TCP,502797,Exploit-Attempt,True,SAFETY_INSTRUMENTED_SYSTEM_TRIP,True,CRITICAL,1
AEGIS-LOG-13899,10.52.89.98,172.16.5.108,502,MODBUS/TCP,22041,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-14487,10.123.111.179,EN-SCADA-01,443,TCP,54894,Privilege-Escalation,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-13238,10.14.125.6,PL-PLC-09,80,HTTPS,13572,Suspicious-Login,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-12974,10.112.244.137,10.0.1.10,80,S7COMM,7501,Port-Scan,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13580,10.30.125.209,EN-SCADA-01,4840,S7COMM,28702,Suspicious-Login,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-12887,10.141.255.108,EN-SCADA-01,53,HTTPS,8783,Suspicious-Login,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-12575,10.96.115.146,HIST-SRV-01,80,TCP,5452,Suspicious-Login,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-11419,10.169.208.230,10.0.1.5,80,TCP,4910,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13907,10.97.165.131,EN-SCADA-01,22,MODBUS/TCP,5439,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-14673,10.22.22.231,EN-SCADA-01,502,S7COMM,216235,SQL-Injection,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-14902,10.193.165.88,PL-PLC-09,22,TCP,674542,Brute-Force,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-11860,10.56.83.8,172.16.5.108,80,HTTP,3406,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10008,10.194.142.117,172.16.5.101,80,HTTP,3010,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12894,10.246.117.124,10.0.1.5,53,TCP,8473,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-12847,10.219.222.193,EN-SCADA-02,53,S7COMM,12852,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13664,10.172.210.205,172.16.5.101,80,S7COMM,5175,Exploit-Attempt,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-10144,10.97.128.174,10.0.1.10,53,TCP,2630,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12104,10.130.253.117,TR-OPS-14,8080,HTTP,8874,Suspicious-Login,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13143,10.58.158.18,TR-OPS-14,502,S7COMM,22518,Brute-Force,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-10841,10.211.196.61,172.16.5.108,80,UDP,4832,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11128,10.42.104.201,10.0.1.10,443,UDP,2108,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10151,10.167.113.166,10.0.1.5,8080,HTTP,3444,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13591,10.232.173.43,EN-SCADA-01,502,HTTP,24821,Brute-Force,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-11052,10.42.148.120,172.16.5.108,53,HTTPS,2560,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11590,10.23.7.224,10.0.1.10,53,TCP,564,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13008,10.248.3.21,172.16.5.101,22,S7COMM,24348,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-12029,10.31.99.135,TR-OPS-14,80,UDP,13454,Suspicious-Login,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13418,10.184.22.2,172.16.5.101,443,HTTP,43952,Brute-Force,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-11807,10.142.46.191,10.0.1.10,53,UDP,4380,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12696,10.254.226.164,TR-OPS-14,443,UDP,14129,Suspicious-Login,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13039,10.247.99.54,PL-PLC-09,22,UDP,24547,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-10472,10.192.51.213,172.16.5.108,80,UDP,3796,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13289,10.237.59.171,172.16.5.101,22,UDP,48296,Suspicious-Login,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-14074,10.251.151.182,HIST-SRV-01,443,S7COMM,65739,SQL-Injection,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-13496,10.116.40.196,EN-SCADA-02,4840,UDP,14500,Port-Scan,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-10279,10.162.245.90,172.16.5.101,443,TCP,4797,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11741,10.120.188.93,172.16.5.101,53,HTTPS,732,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14624,10.139.132.237,HIST-SRV-01,502,HTTPS,176609,Exploit-Attempt,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-12886,10.168.119.80,TR-OPS-14,22,TCP,551,Suspicious-Login,False,NO_ERROR,False,LOW,1
AEGIS-LOG-11941,10.164.69.115,10.0.1.10,443,HTTPS,3411,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10100,10.27.149.179,10.0.1.10,8080,TCP,200,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12804,10.184.100.105,TR-OPS-14,8080,TCP,663,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13570,10.250.253.68,PL-PLC-09,443,MODBUS/TCP,22866,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-13684,10.208.23.126,10.0.1.5,502,UDP,13705,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-13661,10.243.139.113,PL-PLC-09,502,HTTP,29853,Exploit-Attempt,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-10530,10.86.63.94,10.0.1.5,8080,HTTP,4480,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11886,10.81.214.101,10.0.1.10,80,HTTP,677,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10681,10.187.211.67,10.0.1.10,443,TCP,100,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13794,10.118.204.151,10.0.1.5,443,HTTP,18894,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-13944,10.210.73.114,EN-SCADA-01,443,S7COMM,11820,Port-Scan,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-14666,10.185.161.119,EN-SCADA-01,443,S7COMM,72092,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-12018,10.255.221.112,172.16.5.101,443,S7COMM,1479,Suspicious-Login,False,NO_ERROR,False,LOW,1
AEGIS-LOG-11096,10.190.132.161,172.16.5.101,53,TCP,1121,Benign,False,NO_ERROR,False,NONE,0
