record_id,src_ip,destination,dst_port,protocol,bytes_transferred,attack_type,has_error,error_type,requires_attention,triage_priority,label
AEGIS-LOG-12459,10.46.125.107,172.16.5.101,8080,UDP,1770,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20096,10.154.40.254,EN-SCADA-01,102,HTTPS,108927,Privilege-Escalation,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-20220,10.61.72.69,EN-SCADA-01,22,HTTPS,86163,SQL-Injection,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-15899,10.3.2.231,PL-PLC-09,443,MODBUS/TCP,4602,Port-Scan,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-11114,10.23.226.189,172.16.5.101,53,UDP,303,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12087,10.96.0.229,10.0.1.5,8080,UDP,691,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11399,10.1.104.218,10.0.1.5,443,HTTPS,1194,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14337,10.142.127.206,172.16.5.108,8080,TCP,1051,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17496,10.188.51.46,10.0.1.10,8080,MODBUS/TCP,3620,Port-Scan,True,NO_ERROR,False,LOW,1
AEGIS-LOG-21579,10.163.12.244,EN-SCADA-02,4840,HTTPS,142117,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-18747,10.94.125.235,10.0.1.5,502,UDP,39401,Port-Scan,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-13784,10.117.180.168,172.16.5.108,80,HTTPS,4151,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12742,10.187.29.94,10.0.1.10,80,UDP,2235,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11617,10.144.73.7,172.16.5.101,443,HTTP,3443,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18047,10.169.198.177,172.16.5.101,80,HTTP,24308,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-12036,10.74.139.245,172.16.5.101,8080,HTTP,4493,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-22024,10.205.21.75,EN-SCADA-01,22,MODBUS/TCP,363640,Data-Exfiltration,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,CRITICAL,1
AEGIS-LOG-12009,10.101.134.37,10.0.1.10,53,TCP,1641,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-15257,10.230.196.42,EN-SCADA-02,53,S7COMM,14736,Port-Scan,False,NO_ERROR,False,LOW,1
AEGIS-LOG-15278,10.247.19.146,172.16.5.101,22,HTTPS,7416,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-15545,10.94.54.200,172.16.5.108,22,TCP,7232,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-15861,10.242.245.62,EN-SCADA-01,8080,S7COMM,13246,Suspicious-Login,False,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-10993,10.137.222.240,10.0.1.5,80,HTTP,3888,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-16750,10.151.26.220,172.16.5.101,80,MODBUS/TCP,6876,Suspicious-Login,False,NO_ERROR,False,LOW,1
AEGIS-LOG-18917,10.252.30.197,10.0.1.5,22,MODBUS/TCP,39715,Exploit-Attempt,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-15497,10.254.160.110,EN-SCADA-01,53,TCP,8262,Port-Scan,False,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-14914,10.115.239.54,10.0.1.10,8080,HTTP,536,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-19622,10.98.112.172,HIST-SRV-01,443,HTTPS,44450,Port-Scan,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-15186,10.145.70.111,TR-OPS-14,80,TCP,8450,Suspicious-Login,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-19281,10.101.248.108,TR-OPS-14,80,S7COMM,27971,Brute-Force,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-14024,10.248.209.164,172.16.5.108,53,HTTPS,2381,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20848,10.226.97.223,EN-SCADA-01,102,S7COMM,190995,Brute-Force,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-14844,10.33.22.161,172.16.5.108,443,TCP,345,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-22105,10.224.111.90,EN-SCADA-02,4840,MODBUS/TCP,790446,Privilege-Escalation,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-21015,10.81.117.214,HIST-SRV-01,4840,HTTPS,50411,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-10538,10.252.76.244,10.0.1.5,53,TCP,2196,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12144,10.112.143.28,10.0.1.5,80,HTTP,3665,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-22389,10.221.50.245,EN-SCADA-02,4840,TCP,496316,Data-Exfiltration,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,CRITICAL,1
AEGIS-LOG-10385,10.253.57.147,10.0.1.5,443,HTTP,4540,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14375,10.62.168.215,10.0.1.10,443,HTTP,1409,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18482,10.127.189.130,TR-OPS-14,22,HTTP,40569,Suspicious-Login,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-11421,10.237.40.227,10.0.1.5,80,UDP,1253,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-15847,10.156.135.139,172.16.5.101,8080,HTTP,3720,Suspicious-Login,False,NO_ERROR,False,LOW,1
AEGIS-LOG-13652,10.219.174.15,172.16.5.101,80,HTTPS,3524,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12019,10.71.162.98,10.0.1.10,8080,HTTP,214,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-21498,10.242.91.49,HIST-SRV-01,22,HTTPS,238848,Exploit-Attempt,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-12608,10.218.27.212,10.0.1.10,443,TCP,3992,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20138,10.233.217.178,TR-OPS-14,502,S7COMM,104286,Brute-Force,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-12391,10.134.34.249,10.0.1.10,80,UDP,3818,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-21017,10.48.173.15,PL-PLC-09,502,MODBUS/TCP,91619,SQL-Injection,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-19115,10.238.144.67,10.0.1.5,22,TCP,25823,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-13037,10.85.35.122,10.0.1.5,8080,HTTP,2609,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17826,10.73.71.227,172.16.5.101,80,TCP,23623,Brute-Force,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-10828,10.92.232.131,172.16.5.108,8080,HTTPS,3010,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20319,10.227.146.16,PL-PLC-09,102,S7COMM,199043,Privilege-Escalation,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-11350,10.76.117.31,10.0.1.10,8080,TCP,2343,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-19176,10.82.235.216,HIST-SRV-01,22,HTTPS,37035,Port-Scan,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-11328,10.63.207.4,10.0.1.10,53,HTTPS,4477,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11208,10.126.168.234,172.16.5.108,8080,HTTPS,4819,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13613,10.209.232.74,10.0.1.10,53,UDP,796,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11022,10.253.60.58,10.0.1.10,80,HTTP,2458,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-21301,10.42.178.168,HIST-SRV-01,22,MODBUS/TCP,74499,Brute-Force,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-21420,10.205.182.90,EN-SCADA-02,22,HTTPS,96764,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-18824,10.45.196.143,10.0.1.5,4840,TCP,29945,Brute-Force,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-12919,10.243.73.196,172.16.5.108,8080,HTTP,615,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18204,10.50.121.71,EN-SCADA-01,22,UDP,35001,Exploit-Attempt,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-18411,10.224.26.246,172.16.5.108,22,MODBUS/TCP,29563,Suspicious-Login,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-11692,10.98.140.73,172.16.5.108,443,HTTP,3403,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18223,10.56.251.59,TR-OPS-14,443,HTTP,28868,Exploit-Attempt,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-22261,10.215.108.142,EN-SCADA-02,22,TCP,833002,Brute-Force,True,SAFETY_INSTRUMENTED_SYSTEM_TRIP,True,CRITICAL,1
AEGIS-LOG-11261,10.95.68.51,172.16.5.108,80,TCP,3791,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20731,10.115.52.184,EN-SCADA-02,4840,S7COMM,187587,Brute-Force,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-22431,10.77.222.103,HIST-SRV-01,22,MODBUS/TCP,497418,Privilege-Escalation,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,CRITICAL,1
AEGIS-LOG-16388,10.116.179.219,10.0.1.10,443,UDP,11143,Port-Scan,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-14783,10.68.218.67,10.0.1.10,80,UDP,190,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-19276,10.29.157.114,HIST-SRV-01,443,MODBUS/TCP,26774,Exploit-Attempt,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-20828,10.195.70.181,TR-OPS-14,443,HTTPS,165159,SQL-Injection,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-14060,10.237.238.32,10.0.1.5,53,TCP,1108,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-15773,10.123.41.48,EN-SCADA-02,443,HTTPS,8665,Port-Scan,True,NO_ERROR,False,LOW,1
AEGIS-LOG-14705,10.46.151.156,10.0.1.5,80,HTTPS,3161,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-15261,10.3.91.82,10.0.1.10,80,UDP,8809,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-13780,10.188.208.174,172.16.5.108,443,TCP,3216,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12301,10.110.229.109,10.0.1.10,8080,HTTP,2686,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-19210,10.24.164.178,172.16.5.108,502,MODBUS/TCP,39392,Port-Scan,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-21134,10.133.157.219,HIST-SRV-01,22,HTTPS,66762,Brute-Force,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-19275,10.59.89.7,10.0.1.5,80,MODBUS/TCP,6357,Port-Scan,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-12512,10.204.141.196,10.0.1.5,8080,UDP,3571,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13703,10.187.199.109,172.16.5.108,53,TCP,4759,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12316,10.240.20.130,172.16.5.108,8080,TCP,461,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17228,10.36.54.137,HIST-SRV-01,8080,HTTPS,10401,Port-Scan,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-20175,10.112.201.30,TR-OPS-14,443,S7COMM,210898,Privilege-Escalation,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-21924,10.57.72.55,TR-OPS-14,4840,S7COMM,480123,Data-Exfiltration,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-16660,10.211.86.61,PL-PLC-09,53,HTTP,7004,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-13422,10.61.25.215,10.0.1.5,80,HTTPS,785,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17942,10.118.26.26,10.0.1.10,502,HTTP,14777,Brute-Force,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-14147,10.214.88.48,10.0.1.5,8080,UDP,2454,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-22487,10.146.25.61,HIST-SRV-01,102,S7COMM,289259,SQL-Injection,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,CRITICAL,1
AEGIS-LOG-11964,10.12.225.18,10.0.1.10,443,UDP,1274,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10518,10.36.241.228,10.0.1.10,53,HTTPS,4440,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11608,10.164.135.217,10.0.1.10,8080,HTTPS,241,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-21392,10.96.78.86,EN-SCADA-02,502,TCP,131715,Brute-Force,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-20773,10.24.43.130,PL-PLC-09,22,HTTPS,95047,Privilege-Escalation,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-17442,10.25.167.30,EN-SCADA-02,22,UDP,2798,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-16109,10.185.246.72,172.16.5.108,53,MODBUS/TCP,2157,Suspicious-Login,False,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-15775,10.47.97.72,172.16.5.101,443,S7COMM,12106,Suspicious-Login,False,NO_ERROR,False,LOW,1
AEGIS-LOG-22048,10.43.179.229,EN-SCADA-01,4840,S7COMM,715667,Brute-Force,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-13017,10.87.119.229,10.0.1.5,53,HTTP,3788,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13208,10.154.247.127,10.0.1.5,8080,HTTPS,3231,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12020,10.222.88.39,10.0.1.10,80,TCP,234,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17210,10.107.179.22,HIST-SRV-01,53,HTTP,8578,Port-Scan,False,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-15865,10.238.73.102,TR-OPS-14,443,S7COMM,8485,Port-Scan,True,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13060,10.207.1.6,10.0.1.5,8080,UDP,2025,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-12435,10.99.156.161,10.0.1.5,53,TCP,4042,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20213,10.42.236.81,TR-OPS-14,22,HTTPS,230792,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-15727,10.187.8.72,EN-SCADA-02,8080,UDP,9341,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-11237,10.212.147.193,10.0.1.5,80,HTTP,2907,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-19799,10.163.164.195,EN-SCADA-01,80,TCP,14349,Exploit-Attempt,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-14077,10.221.91.242,172.16.5.101,443,TCP,3359,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11039,10.92.86.192,172.16.5.101,80,TCP,4409,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13679,10.176.252.186,172.16.5.108,80,HTTP,1052,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13463,10.107.134.141,172.16.5.108,8080,UDP,4401,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-13785,10.110.222.251,172.16.5.108,443,HTTP,2068,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-21521,10.96.218.223,EN-SCADA-01,502,MODBUS/TCP,235397,SQL-Injection,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,HIGH,1
AEGIS-LOG-14339,10.131.12.155,10.0.1.5,443,HTTPS,4023,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18146,10.139.150.42,EN-SCADA-02,80,HTTP,31811,Suspicious-Login,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-22282,10.196.130.223,PL-PLC-09,4840,MODBUS/TCP,886530,Privilege-Escalation,True,SAFETY_INSTRUMENTED_SYSTEM_TRIP,True,CRITICAL,1
AEGIS-LOG-19750,10.242.5.234,10.0.1.5,443,UDP,27887,Port-Scan,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-16719,10.171.138.59,PL-PLC-09,443,UDP,7396,Suspicious-Login,False,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13351,10.173.124.148,172.16.5.101,8080,HTTPS,3274,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17767,10.151.102.214,PL-PLC-09,22,TCP,49754,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-19836,10.103.197.70,EN-SCADA-01,443,HTTPS,32829,Brute-Force,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-12802,10.243.215.91,10.0.1.10,80,HTTP,1763,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-14480,10.164.113.210,10.0.1.10,53,UDP,3024,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20664,10.158.242.25,TR-OPS-14,4840,HTTPS,80887,SQL-Injection,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-18343,10.175.140.153,TR-OPS-14,443,HTTP,34605,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-22095,10.9.225.155,HIST-SRV-01,22,S7COMM,384697,Data-Exfiltration,True,UNAUTHORIZED_PLC_STATE_OVERRIDE,True,CRITICAL,1
AEGIS-LOG-10396,10.203.111.248,172.16.5.108,80,HTTPS,2299,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20556,10.28.163.250,TR-OPS-14,102,TCP,114478,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,HIGH,1
AEGIS-LOG-10747,10.180.181.161,172.16.5.101,80,HTTP,607,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-10290,10.239.139.50,10.0.1.5,443,UDP,3859,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17780,10.199.254.128,172.16.5.108,502,HTTP,43111,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-10811,10.87.144.197,172.16.5.101,80,TCP,3423,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-17635,10.118.76.42,PL-PLC-09,443,S7COMM,24077,Exploit-Attempt,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-12701,10.69.3.73,172.16.5.101,8080,HTTP,4708,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18203,10.31.181.243,HIST-SRV-01,4840,UDP,25502,Port-Scan,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-21105,10.105.121.166,TR-OPS-14,102,S7COMM,210505,Exploit-Attempt,True,BUFFER_OVERFLOW_MEMORY_CORRUPTION,True,HIGH,1
AEGIS-LOG-22270,10.19.61.64,PL-PLC-09,102,MODBUS/TCP,758726,Privilege-Escalation,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-12238,10.128.9.234,10.0.1.5,53,UDP,1294,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18536,10.161.55.46,172.16.5.101,22,HTTPS,13987,Port-Scan,True,PACKET_TIMEOUT,True,MEDIUM,1
AEGIS-LOG-19530,10.247.134.77,PL-PLC-09,8080,UDP,5783,Port-Scan,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-15960,10.81.230.58,10.0.1.5,80,S7COMM,14656,Suspicious-Login,True,HEADER_PARSE_WARNING,False,LOW,1
AEGIS-LOG-22097,10.30.137.220,EN-SCADA-01,22,MODBUS/TCP,262632,Privilege-Escalation,True,SAFETY_INSTRUMENTED_SYSTEM_TRIP,True,CRITICAL,1
AEGIS-LOG-17040,10.76.82.37,HIST-SRV-01,80,HTTPS,12467,Port-Scan,True,NO_ERROR,False,LOW,1
AEGIS-LOG-15502,10.187.84.67,10.0.1.10,8080,HTTPS,923,Suspicious-Login,False,PACKET_TIMEOUT,False,LOW,1
AEGIS-LOG-13115,10.227.1.121,10.0.1.10,8080,TCP,1957,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11217,10.236.34.22,10.0.1.10,8080,UDP,3956,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-11844,10.234.102.198,172.16.5.101,80,UDP,1314,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20125,10.87.106.40,EN-SCADA-02,4840,HTTPS,237696,Brute-Force,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-22016,10.59.2.157,PL-PLC-09,502,MODBUS/TCP,742019,Privilege-Escalation,True,PAYLOAD_TAMPERING_DETECTED,True,CRITICAL,1
AEGIS-LOG-13884,10.175.54.113,172.16.5.101,53,UDP,2743,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-16831,10.1.210.66,172.16.5.108,53,S7COMM,10137,Suspicious-Login,True,NO_ERROR,False,LOW,1
AEGIS-LOG-12859,10.75.126.125,10.0.1.10,80,HTTPS,4797,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-20970,10.244.43.15,EN-SCADA-02,22,S7COMM,177237,Privilege-Escalation,True,PAYLOAD_TAMPERING_DETECTED,True,HIGH,1
AEGIS-LOG-19475,10.139.213.20,PL-PLC-09,80,UDP,34659,Exploit-Attempt,True,CHECKSUM_MISMATCH,True,MEDIUM,1
AEGIS-LOG-18507,10.23.227.180,TR-OPS-14,8080,S7COMM,27048,Suspicious-Login,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-14448,10.156.79.103,10.0.1.5,80,UDP,3385,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-18287,10.86.153.176,172.16.5.101,443,HTTP,21299,Port-Scan,True,TCP_RST_UNEXPECTED,True,MEDIUM,1
AEGIS-LOG-17316,10.118.56.96,HIST-SRV-01,8080,HTTPS,3955,Port-Scan,False,NO_ERROR,False,LOW,1
AEGIS-LOG-19247,10.178.102.187,EN-SCADA-01,22,HTTP,19548,Exploit-Attempt,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-10724,10.135.187.228,10.0.1.10,80,HTTP,2560,Benign,False,NO_ERROR,False,NONE,0
AEGIS-LOG-19901,10.254.150.147,172.16.5.108,4840,UDP,22366,Port-Scan,True,CERTIFICATE_EXPIRED,True,MEDIUM,1
AEGIS-LOG-16948,10.107.49.103,172.16.5.108,53,UDP,6511,Port-Scan,False,PACKET_TIMEOUT,False,LOW,1
